timestamp,Open,High,Low,Close,Volume
2020-12-29 00:00:00+05:30,1087.1954861811491,1104.3176717038261,1087.1954861811491,1100.6644287109375,6878105
2020-12-30 00:00:00+05:30,1103.041316804562,1103.305455874379,1089.968582068067,1097.5833740234375,5194690
2020-12-31 00:00:00+05:30,1094.2382040986772,1107.7951590929808,1090.7169226695585,1105.50634765625,7430470
2021-01-01 00:00:00+05:30,1107.3548572277425,1114.0452695948306,1105.5062062061872,1109.599609375,4253550
2021-01-04 00:00:00+05:30,1117.1263457345842,1135.6130701320833,1110.2158535829499,1134.072509765625,7208454
2021-01-05 00:00:00+05:30,1128.5706731227374,1143.5361188661745,1122.4524897590766,1138.95849609375,8145280
2021-01-06 00:00:00+05:30,1144.416447054036,1146.1770877418114,1116.2902550512151,1128.65869140625,7161715
2021-01-07 00:00:00+05:30,1140.8951348189516,1142.347684839273,1105.2421618558594,1111.0963134765625,10954918
2021-01-08 00:00:00+05:30,1125.2694168181652,1159.205807166795,1125.2694168181652,1155.0682373046875,13186251
2021-01-11 00:00:00+05:30,1181.4778045970766,1217.791015480157,1179.6291535352227,1211.4967041015625,20528626
2021-01-12 00:00:00+05:30,1213.0812248339826,1213.0812248339826,1197.2354613746127,1207.5792236328125,8309868
2021-01-13 00:00:00+05:30,1209.4280493067367,1226.1101838358318,1197.2356343753304,1221.1363525390625,14442997
2021-01-14 00:00:00+05:30,1197.2355193702117,1218.3632050061565,1160.6581706285956,1206.4788818359375,27521697
2021-01-15 00:00:00+05:30,1197.2355572739823,1201.152939458616,1179.6291520199532,1183.9866943359375,15018441
2021-01-18 00:00:00+05:30,1177.8685607807886,1179.629201379863,1149.6983111955979,1155.0242919921875,8861765
2021-01-19 00:00:00+05:30,1162.0227819458878,1171.70630512877,1154.980219631064,1159.07373046875,5585744
2021-01-20 00:00:00+05:30,1162.506930964582,1187.0238280519566,1162.506930964582,1179.1448974609375,8225838
2021-01-21 00:00:00+05:30,1188.4325777675483,1198.1601614810786,1175.2277713479089,1179.365234375,6142421
2021-01-22 00:00:00+05:30,1168.1849060513318,1193.714191865566,1167.7888049454957,1180.3773193359375,9646591
2021-01-25 00:00:00+05:30,1184.030971185381,1186.583921909131,1155.8607175958405,1166.5125732421875,6542611
2021-01-27 00:00:00+05:30,1161.6706896269554,1168.669300749039,1131.2996381464989,1145.2967529296875,8133665
2021-01-28 00:00:00+05:30,1137.1978043016243,1141.291207719844,1120.251638559747,1123.4647216796875,4660690
2021-01-29 00:00:00+05:30,1132.3120643847108,1136.6256556459916,1083.6743644373792,1090.760986328125,12183519
2021-02-01 00:00:00+05:30,1100.8846773780538,1125.0053694528378,1092.4775748930736,1109.9959716796875,8880279
2021-02-02 00:00:00+05:30,1126.8099803343166,1139.4866141052723,1112.3727059690884,1119.107177734375,6892490
2021-02-03 00:00:00+05:30,1124.7413219740633,1147.9377418137635,1120.647810835062,1130.903564453125,8182968
2021-02-04 00:00:00+05:30,1131.211624326662,1138.6063365926661,1119.811519034765,1126.23779296875,5032240
2021-02-05 00:00:00+05:30,1132.4442158784987,1134.5129473844413,1110.9643760226304,1119.8555908203125,5477481
2021-02-08 00:00:00+05:30,1131.6516804227338,1153.2195265295848,1122.8484779301416,1147.54150390625,6921922
2021-02-09 00:00:00+05:30,1150.4907792397423,1172.5868003058606,1142.523836448464,1149.3023681640625,7965949
2021-02-10 00:00:00+05:30,1140.7191458914072,1148.2458203636193,1129.979173207175,1141.3353271484375,5951207
2021-02-11 00:00:00+05:30,1134.7327326439702,1140.89497401597,1129.494870462155,1137.9459228515625,4673317
2021-02-12 00:00:00+05:30,1148.8178770279114,1165.3238810081975,1145.7808152799241,1153.04345703125,5797875
2021-02-15 00:00:00+05:30,1162.0226695746428,1169.4173807823101,1150.6665174479708,1152.911376953125,4363513
2021-02-16 00:00:00+05:30,1156.740993838117,1161.8028360866476,1132.0920228887508,1135.9654541015625,6896421
2021-02-17 00:00:00+05:30,1135.9652382472548,1139.574529672526,1122.408285308977,1127.954345703125,4575741
2021-02-18 00:00:00+05:30,1123.2886719085736,1149.6982801822862,1122.4083516327833,1137.7698974609375,6437551
2021-02-19 00:00:00+05:30,1140.983163556862,1143.9762741850557,1123.9930455849908,1136.7576904296875,5389696
2021-02-22 00:00:00+05:30,1140.0148390885133,1151.9432226672286,1109.2036272212563,1113.78125,7371303
2021-02-23 00:00:00+05:30,1119.0191594830774,1136.4934957685794,1107.0468250167494,1114.7935791015625,6612942
2021-02-24 00:00:00+05:30,1109.2476716611327,1123.8169086048074,1102.1610500403006,1121.792236328125,4537258
2021-02-25 00:00:00+05:30,1134.2485724219769,1144.1962341374683,1119.7673474305518,1122.01220703125,8788221
2021-02-26 00:00:00+05:30,1117.1264049578488,1121.792145299428,1095.7786387480553,1103.305419921875,15132388
2021-03-01 00:00:00+05:30,1112.1085808151993,1130.7713265603418,1108.3231608715223,1115.36572265625,5756286
2021-03-02 00:00:00+05:30,1128.7906813469826,1153.2195691671259,1126.1056615030825,1148.3778076171875,10461434
2021-03-03 00:00:00+05:30,1161.3187487471469,1185.7917013814374,1151.4592022323088,1182.754638671875,9056399
2021-03-04 00:00:00+05:30,1175.227543893149,1200.6247618326536,1167.216651041202,1171.134033203125,12041941
2021-03-05 00:00:00+05:30,1169.5054981242129,1179.6291813973996,1148.8620304341473,1159.11767578125,6486176
2021-03-08 00:00:00+05:30,1166.2482322039239,1184.9989877985854,1159.557712782507,1175.8876953125,5119392
2021-03-09 00:00:00+05:30,1170.3858309444852,1188.8284981205222,1160.9223877834072,1184.5150146484375,6518173
2021-03-10 00:00:00+05:30,1194.5065535631416,1209.560008154973,1192.8339236171678,1204.41015625,7925984
2021-03-12 00:00:00+05:30,1208.6797785376261,1225.1417252536396,1206.0828766227546,1210.308349609375,9462061
2021-03-15 00:00:00+05:30,1206.0386325529785,1214.7538237256626,1195.9149506008914,1209.207763671875,6658635
2021-03-16 00:00:00+05:30,1220.1679808287263,1237.7303276282514,1215.2821602352783,1218.36328125,9352771
2021-03-17 00:00:00+05:30,1225.625954097866,1232.4484365142844,1216.602670901958,1221.0042724609375,7626744
2021-03-18 00:00:00+05:30,1226.9465894671514,1226.9465894671514,1156.3008755265314,1177.076416015625,10961755
2021-03-19 00:00:00+05:30,1170.8259242505767,1193.009951409885,1160.2620813250076,1183.5465087890625,12767112
2021-03-22 00:00:00+05:30,1188.5204685629212,1211.3207868423383,1176.1959838130717,1206.7431640625,4862758
2021-03-23 00:00:00+05:30,1208.1955225939473,1217.703024581029,1196.883428513493,1207.4033203125,7165335
2021-03-24 00:00:00+05:30,1195.3429344263322,1206.4349490534235,1185.1312401261687,1191.733642578125,6134303
2021-03-25 00:00:00+05:30,1185.5712463471802,1190.6330875697502,1168.7130927832975,1174.171142578125,8749994
2021-03-26 00:00:00+05:30,1183.7667809034572,1194.3306255428965,1172.5867549777777,1176.2840576171875,4922071
2021-03-30 00:00:00+05:30,1185.703371195561,1232.4483551746337,1176.2399284683272,1219.5076904296875,10546381
2021-03-31 00:00:00+05:30,1216.6026911950014,1221.8846131538799,1200.1407440742212,1204.322265625,8220987
2021-04-01 00:00:00+05:30,1214.8420550042574,1225.0537493367353,1206.9191720368383,1219.419677734375,5675155
2021-04-05 00:00:00+05:30,1224.5253791352843,1254.4562654692884,1221.0040983901074,1241.1634521484375,9479572
2021-04-06 00:00:00+05:30,1252.6959332908973,1255.3368944995218,1238.1265876389239,1242.1761474609375,5793571
2021-04-07 00:00:00+05:30,1241.4715901438333,1263.2154565915005,1238.258399848928,1259.033935546875,5879234
2021-04-08 00:00:00+05:30,1258.858041257452,1277.9609489690665,1250.935158480307,1267.5291748046875,5654434
2021-04-09 00:00:00+05:30,1280.8659961023566,1280.8659961023566,1258.9020482944743,1268.5855712890625,6052712
2021-04-12 00:00:00+05:30,1297.5921547595563,1300.717334887364,1245.6532557562905,1255.11669921875,20384532
2021-04-13 00:00:00+05:30,1261.4989124502106,1263.4796330036042,1210.4403381849543,1229.939453125,14855206
2021-04-15 00:00:00+05:30,1172.850803933445,1202.869705317751,1162.0228210258588,1197.8958740234375,25342491
